	stat	collagen
Cluster-33358.23000	0.9868677	0
Cluster-33358.24413	0.987158	0
Cluster-33358.26791	-0.9886655	0
Cluster-33358.49781	-0.9871219	0
Cluster-33358.52535	-0.9872334	0
Cluster-33358.63502	0.9871716	0
Cluster-33358.68063	0.9883379	0
Cluster-35825.1	-0.9870205	0
Cluster-33358.33441	-0.9863662	0
Cluster-46422.2	-0.98451	0
Cluster-33358.9370	0.9706024	0
Cluster-33358.11207	-0.9837574	0
Cluster-33358.12513	-0.9722235	0
Cluster-33358.12844	0.9835704	0
Cluster-33358.13118	-0.9695618	0
Cluster-33358.17735	-0.9793857	0
Cluster-33358.19102	-0.9753691	0
Cluster-33358.19394	0.9786965	0
Cluster-33358.19497	-0.9721344	0
Cluster-33358.19816	0.9721087	0
Cluster-33358.22175	-0.9711601	0
Cluster-33358.22523	-0.9698037	0
Cluster-33358.23213	-0.9759383	0
Cluster-33358.25062	-0.9768916	0
Cluster-33358.26160	-0.9726898	0
Cluster-33358.27023	-0.9794997	0
Cluster-33358.29605	-0.9775272	0
Cluster-33358.30813	-0.9736416	0
Cluster-33358.33663	-0.9736775	0
Cluster-33358.35341	-0.9734761	0
Cluster-33358.36886	-0.9771656	0
Cluster-33358.37859	0.978279	0
Cluster-33358.38736	-0.9827322	0
Cluster-33358.41903	0.9698485	0
Cluster-33358.43341	-0.9717332	0
Cluster-33358.45836	-0.9713693	0
Cluster-33358.46243	-0.978075	0
Cluster-33358.48196	-0.9825523	0
Cluster-33358.50737	0.9734113	0
Cluster-33358.52993	-0.9806322	0
Cluster-33358.53829	0.9712404	0
Cluster-33358.55696	-0.9713512	0
Cluster-33358.56312	-0.9753387	0
Cluster-33358.56645	-0.9744123	0
Cluster-33358.58968	-0.9705156	0
Cluster-33358.61661	-0.975599	0
Cluster-33358.62350	-0.9795656	0
Cluster-33358.63530	-0.9770935	0
Cluster-33358.64130	0.9815748	0
Cluster-33358.64452	0.9776067	0
Cluster-33358.64748	-0.9815938	0
Cluster-33358.64888	0.9701639	0
Cluster-33358.66681	-0.9807395	0
Cluster-33358.67237	-0.9820849	0
Cluster-33358.68010	-0.9802676	0
Cluster-35375.1	-0.9811528	0
Cluster-35636.0	-0.9740659	0
Cluster-35746.0	-0.9755215	0
Cluster-36501.0	0.976367	0
Cluster-39123.0	-0.9775927	0
Cluster-42049.0	-0.9747741	0
Cluster-45631.1	-0.9789707	0
Cluster-47586.0	-0.9733675	0
Cluster-48375.3	-0.980801	0
Cluster-32649.1	0.979873502	0
Cluster-33358.270	-0.970692669	0
Cluster-33358.2087	-0.974709484	0
Cluster-33358.3844	0.970132502	0
Cluster-33358.6075	-0.971786672	0
Cluster-33358.6453	0.974724642	0
Cluster-33358.35178	-0.96898	0
Cluster-33358.54878	0.9690679	0
Cluster-33358.6898	0.964586971	0
Cluster-33358.8704	-0.965306327	0
Cluster-33358.20681	-0.9679381	0
Cluster-33358.27513	0.9649185	0
Cluster-33358.28530	-0.9673526	0
Cluster-33358.32099	-0.9654971	0
Cluster-33358.36594	-0.9674484	0
Cluster-33358.38201	-0.9667716	0
Cluster-33358.50620	-0.9680638	0
Cluster-33358.50636	0.9656237	0
Cluster-33358.51956	-0.9652616	0
Cluster-33358.52116	-0.9663088	0
Cluster-33358.53693	0.9643921	0
Cluster-33358.57612	-0.96418	0
Cluster-33358.59047	-0.9658781	0
Cluster-33358.60244	-0.9642375	0
Cluster-33358.67363	0.9677874	0
Cluster-33358.67841	0.9668923	0
Cluster-33358.27664	-0.9632382	0
Cluster-33358.57571	0.9637188	0
Cluster-46695.1	-0.9632796	0
Cluster-33358.41591	0.9624889	0
Cluster-40800.0	-0.9623063	0
Cluster-43857.0	-0.9625233	0
Cluster-33358.31395	-0.9615206	0
Cluster-33358.47782	0.9604495	0
Cluster-33358.44572	-0.9589973	0
Cluster-33358.5360	-0.959074497	0
Cluster-33358.8922	-0.958525734	0
Cluster-33358.28026	-0.9580444	0
Cluster-33358.48179	-0.9567786	0
Cluster-33358.56389	0.957361	0
Cluster-33358.56995	-0.9570446	0
Cluster-35357.1	-0.9576546	0
Cluster-39091.0	0.9570946	0
Cluster-39124.0	-0.9568463	0
Cluster-33358.4488	0.956062939	0
Cluster-33358.61620	0.9555755	0
Cluster-33358.37126	-0.9549841	0
Cluster-43294.1	-0.9551611	0
Cluster-33358.17598	-0.9536956	0
Cluster-33358.29408	-0.953782	0
Cluster-33358.43913	-0.9532003	0
Cluster-33358.53044	-0.95352	0
Cluster-33358.57943	-0.9538409	0
Cluster-33358.61956	-0.9539961	0
Cluster-43365.1	-0.953134	0
Cluster-33358.67762	0.9521688	0
Cluster-33358.12337	-0.9513777	0
Cluster-33358.26692	-0.9511757	0
Cluster-33358.40998	-0.9510927	0
Cluster-33358.63400	0.951254	0
Cluster-33358.21622	0.9504253	0
Cluster-33358.36132	-0.9494536	0
Cluster-33358.57354	0.9487279	0
Cluster-33358.67763	0.9487729	0
Cluster-47735.0	0.9487435	0
Cluster-13435.0	0.940870523	0
Cluster-33358.7924	0.946221262	0
Cluster-33358.11357	0.9463736	0
Cluster-33358.13036	-0.9438465	0
Cluster-33358.15712	-0.9418615	0
Cluster-33358.20348	-0.9430604	0
Cluster-33358.21691	-0.9451414	0
Cluster-33358.26981	0.9423235	0
Cluster-33358.29748	-0.9449954	0
Cluster-33358.31293	-0.9457605	0
Cluster-33358.31521	0.9418989	0
Cluster-33358.32122	-0.9411049	0
Cluster-33358.34244	-0.9431059	0
Cluster-33358.34807	0.9428782	0
Cluster-33358.38661	-0.9450723	0
Cluster-33358.44034	-0.9423007	0
Cluster-33358.44586	-0.9408376	0
Cluster-33358.51542	0.9443391	0
Cluster-33358.51835	0.9478217	0
Cluster-33358.52150	-0.941249	0
Cluster-33358.53528	0.9427219	0
Cluster-33358.56157	-0.9439612	0
Cluster-33358.59756	0.941491	0
Cluster-33358.63701	-0.9457669	0
Cluster-33358.68445	-0.9480769	0
Cluster-33358.68731	-0.9431023	0
Cluster-33358.69114	0.9467218	0
Cluster-43553.0	-0.9478758	0
Cluster-44057.0	-0.9446379	0
Cluster-46946.0	-0.9427978	0
Cluster-47445.0	0.9431048	0
Cluster-47879.0	-0.9451284	0
Cluster-39202.2	-0.9403892	0
Cluster-47487.0	0.9400925	0
Cluster-28076.2	-0.93771242	0
Cluster-33358.11364	0.9376232	0
Cluster-33358.22506	-0.9389742	0
Cluster-33358.28598	-0.9380778	0
Cluster-33358.37345	-0.9376984	0
Cluster-33358.38612	0.9381746	0
Cluster-33358.40283	-0.9385613	0
Cluster-33358.44553	-0.9396426	0
Cluster-33358.48328	-0.9384582	0
Cluster-33358.51175	0.9392341	0
Cluster-33358.48896	-0.9370128	0
Cluster-33358.54352	-0.9366565	0
Cluster-33358.59374	0.9362568	0
Cluster-33358.16803	-0.935419	0
Cluster-33358.44839	-0.935413	0
Cluster-33358.61182	-0.9345961	0
Cluster-33358.54309	-0.9343161	0
Cluster-33358.12382	-0.9338614	0
Cluster-33985.0	-0.933809	0
Cluster-33358.62940	0.933547	0
Cluster-33358.59267	0.9328166	0
Cluster-33358.36847	-0.9324043	0
Cluster-33358.54355	-0.9320426	0
Cluster-33358.56613	-0.9318689	0
Cluster-38004.0	-0.9316307	0
Cluster-16981.4	0.929186965	0
Cluster-33358.11590	-0.9309259	0
Cluster-33358.16485	-0.9293394	0
Cluster-33358.38701	-0.9291331	0
Cluster-33358.39528	0.9291725	0
Cluster-33358.66621	-0.9295446	0
Cluster-33797.0	-0.9295749	0
Cluster-37685.1	-0.930741	0
Cluster-43460.0	-0.9301129	0
Cluster-33358.22248	0.9285414	0
Cluster-33358.62633	-0.9287085	0
Cluster-33358.36154	-0.9279129	0
Cluster-33358.23446	-0.9273188	0
Cluster-33358.50619	-0.9268467	0
Cluster-24978.4	-0.921472328	0
Cluster-33358.1773	0.921806168	0
Cluster-33358.3203	-0.922286334	0
Cluster-33358.7211	-0.9224877	0
Cluster-33358.12802	0.92106	0
Cluster-33358.15426	-0.9236453	0
Cluster-33358.21594	-0.9229986	0
Cluster-33358.25306	-0.9220923	0
Cluster-33358.26647	-0.9219242	0
Cluster-33358.27700	-0.924461	0
Cluster-33358.29137	-0.921127	0
Cluster-33358.31203	-0.9256057	0
Cluster-33358.35779	0.9227466	0
Cluster-33358.45091	-0.9224034	0
Cluster-33358.45562	-0.9253899	0
Cluster-33358.49538	-0.9223101	0
Cluster-33358.54604	0.9217278	0
Cluster-33358.68433	-0.9232985	0
Cluster-38362.0	-0.9223798	0
Cluster-39193.1	-0.9220053	0
Cluster-46214.2	-0.9215981	0
Cluster-33358.21841	-0.9205877	0
Cluster-33358.8123	-0.9204972	0
Cluster-33358.12293	-0.919458	0
Cluster-33358.17851	0.9184279	0
Cluster-33358.19569	0.9176759	0
Cluster-33358.20207	-0.9193809	0
Cluster-33358.22607	-0.9176899	0
Cluster-33358.28296	-0.9187046	0
Cluster-33358.28412	0.917035	0
Cluster-33358.37457	-0.9168732	0
Cluster-33358.37865	-0.9163093	0
Cluster-33358.39752	0.9164231	0
Cluster-33358.46295	-0.9160314	0
Cluster-33358.49705	-0.9167266	0
Cluster-33358.51349	-0.9179421	0
Cluster-33358.65418	-0.9179007	0
Cluster-33358.65700	-0.9167127	0
Cluster-38215.0	-0.9165678	0
Cluster-46921.0	-0.9161283	0
Cluster-33358.20600	-0.9143731	0
Cluster-33358.21059	0.914515	0
Cluster-33358.49677	-0.914758	0
Cluster-33358.68574	0.9146093	0
Cluster-41403.2	0.9149425	0
Cluster-26045.1	0.913372717	0
Cluster-33358.5660	0.900178701	0
Cluster-33358.6637	0.903989219	0
Cluster-33358.8203	0.907765661	0
Cluster-33358.8207	-0.904996454	0
Cluster-33358.8748	-0.900178275	0
Cluster-33358.9964	0.9074543	0
Cluster-33358.20331	-0.9134677	0
Cluster-33358.22134	0.9016077	0
Cluster-33358.23480	-0.9047503	0
Cluster-33358.24020	-0.906003	0
Cluster-33358.24267	0.9062871	0
Cluster-33358.24665	-0.9090568	0
Cluster-33358.28488	-0.9067599	0
Cluster-33358.28667	-0.905504	0
Cluster-33358.33163	-0.9113294	0
Cluster-33358.33431	-0.909961	0
Cluster-33358.34303	-0.9079444	0
Cluster-33358.34314	0.9104526	0
Cluster-33358.34330	0.9060452	0
Cluster-33358.34443	-0.9083973	0
Cluster-33358.35749	0.9110368	0
Cluster-33358.38216	-0.900265	0
Cluster-33358.40053	-0.9024078	0
Cluster-33358.41137	-0.9037192	0
Cluster-33358.42614	-0.9027722	0
Cluster-33358.44770	0.9051665	0
Cluster-33358.45065	-0.9091966	0
Cluster-33358.45356	-0.9112413	0
Cluster-33358.46961	-0.9101651	0
Cluster-33358.49257	-0.9124794	0
Cluster-33358.50997	-0.9044318	0
Cluster-33358.52401	0.9034934	0
Cluster-33358.54164	-0.9055385	0
Cluster-33358.54319	-0.9030499	0
Cluster-33358.55881	-0.902236	0
Cluster-33358.57783	-0.9044613	0
Cluster-33358.57839	0.9047891	0
Cluster-33358.58039	-0.9048599	0
Cluster-33358.59315	-0.9001396	0
Cluster-33358.59970	-0.9029553	0
Cluster-33358.60708	0.9025275	0
Cluster-33358.61655	0.9008471	0
Cluster-33358.62740	0.9055307	0
Cluster-33358.63116	-0.9054577	0
Cluster-33358.67889	-0.9003899	0
Cluster-33358.67918	0.9014341	0
Cluster-33358.68036	0.9100645	0
Cluster-33358.68761	0.9025254	0
Cluster-33360.1	-0.9084445	0
Cluster-33414.1	0.9124233	0
Cluster-34709.1	-0.9037983	0
Cluster-39905.0	0.91039	0
Cluster-42450.0	-0.9069004	0
Cluster-45188.0	0.900144	0
Cluster-45188.2	-0.9046418	0
Cluster-46305.0	-0.9008924	0
Cluster-46355.1	-0.9098796	0
Cluster-46896.1	-0.9104896	0
Cluster-48324.3	-0.9002035	0
Cluster-33358.41156	-0.898485	0
Cluster-33358.41404	0.8982097	0
Cluster-33358.48215	0.8981303	0
Cluster-33358.6465	-0.898745484	0
Cluster-33358.21201	-0.8976201	0
Cluster-33358.41602	-0.8972207	0
Cluster-33358.44802	-0.8971873	0
Cluster-33358.13638	0.8957466	0
Cluster-33358.15819	0.8942306	0
Cluster-33358.16479	0.8956638	0
Cluster-33358.20411	0.8922293	0
Cluster-33358.22763	-0.8922283	0
Cluster-33358.23131	0.8926636	0
Cluster-33358.24924	0.8941267	0
Cluster-33358.27564	-0.894067	0
Cluster-33358.34870	-0.8959481	0
Cluster-33358.35637	-0.8929558	0
Cluster-33358.39632	-0.893293	0
Cluster-33358.42085	-0.8923134	0
Cluster-33358.42086	0.8923717	0
Cluster-33358.44124	0.8928043	0
Cluster-33358.54681	-0.8923328	0
Cluster-33358.58225	0.8927176	0
Cluster-28710.1	-0.894935809	0
Cluster-33358.2106	-0.892434377	0
Cluster-33833.3	-0.8916813	0
Cluster-31173.0	0.890933969	0
Cluster-33358.15924	-0.8909424	0
Cluster-33358.4185	-0.89050403	0
Cluster-33358.22351	-0.8901702	0
Cluster-33358.31830	-0.8896474	0
Cluster-33358.6574	-0.88978271	0
Cluster-33358.151	-0.887782055	0
Cluster-33358.197	0.88850802	0
Cluster-33358.9764	-0.888794	0
Cluster-33358.18016	-0.8875501	0
Cluster-33358.26077	0.8874235	0
Cluster-33358.33572	-0.8877666	0
Cluster-33358.47280	-0.887981	0
Cluster-33358.56018	-0.8876103	0
Cluster-46003.1	-0.8871905	0
Cluster-33358.9630	-0.8858473	0
Cluster-33358.23852	-0.8859225	0
Cluster-33358.63485	-0.8858865	0
Cluster-39620.0	-0.8864726	0
Cluster-43406.1	-0.8864716	0
Cluster-33358.57894	-0.8854777	0
Cluster-33358.10665	-0.8848101	0
Cluster-33358.14055	0.8834277	0
Cluster-33358.25564	-0.8836904	0
Cluster-33358.32451	-0.8835771	0
Cluster-33358.32892	-0.8831233	0
Cluster-33358.33033	-0.883023	0
Cluster-33358.38958	-0.883157	0
Cluster-33358.67248	-0.8842977	0
Cluster-20504.2	-0.884603366	0
Cluster-33358.3276	0.884570393	0
Cluster-33358.34810	-0.8824986	0
Cluster-33358.61385	-0.882265	0
Cluster-33358.11533	0.8819385	0
Cluster-33358.1490	-0.880545591	0
Cluster-33358.8215	-0.880686175	0
Cluster-33358.26714	0.8809835	0
Cluster-33358.27917	0.8801192	0
Cluster-33358.56657	-0.8803044	0
Cluster-33358.60606	-0.8800237	0
Cluster-40569.0	-0.8805858	0
Cluster-33358.53344	-0.8793229	0
Cluster-33358.17112	-0.8778715	0
Cluster-33358.29080	-0.8789534	0
Cluster-33358.30535	-0.8781081	0
Cluster-33358.56707	0.8777056	0
Cluster-33358.59211	-0.878652	0
Cluster-42040.0	-0.8783284	0
Cluster-33358.5119	-0.877683479	0
Cluster-33358.8442	0.87742663	0
Cluster-33358.10013	-0.8750251	0
Cluster-33358.16421	-0.8750294	0
Cluster-33358.24664	0.8755854	0
Cluster-33358.36729	-0.8759747	0
Cluster-33358.41832	-0.8767729	0
Cluster-33358.55041	0.8762522	0
Cluster-33358.64185	-0.8754141	0
Cluster-47623.1	-0.8765441	0
Cluster-33310.0	-0.875943133	0
Cluster-33358.10896	-0.8737678	0
Cluster-33358.46244	-0.8741223	0
Cluster-33358.49885	0.8729842	0
Cluster-33358.59539	0.8728906	0
Cluster-33358.65673	-0.8730174	0
Cluster-33358.65741	-0.874486	0
Cluster-33358.1260	0.873818578	0
Cluster-33358.67987	-0.8726244	0
Cluster-33358.28567	-0.8723198	0
Cluster-33358.39664	0.8717939	0
Cluster-33358.60660	0.8717614	0
Cluster-33739.0	-0.8713047	0
Cluster-29231.0	-0.87044003	0
Cluster-33358.19185	0.8705298	0
Cluster-42343.0	0.8708637	0
Cluster-33358.29717	-0.8701315	0
Cluster-38477.0	-0.8697484	0
Cluster-33358.37739	-0.8694327	0
Cluster-33358.69073	-0.86844	0
Cluster-33358.32886	-0.8662878	0
Cluster-33358.38967	0.8664152	0
Cluster-43528.0	-0.8663791	0
Cluster-33358.6243	-0.866553017	0
Cluster-33358.21492	-0.8659358	0
Cluster-33358.532	0.862767875	0
Cluster-33358.6918	0.858534816	0
Cluster-33358.11591	-0.858774	0
Cluster-33358.18563	-0.8578576	0
Cluster-33358.19008	-0.8618218	0
Cluster-33358.19156	0.8640054	0
Cluster-33358.19699	-0.8626645	0
Cluster-33358.20648	-0.8597699	0
Cluster-33358.21933	-0.8597608	0
Cluster-33358.21940	-0.8622127	0
Cluster-33358.24066	-0.857703	0
Cluster-33358.25270	-0.862696	0
Cluster-33358.27668	-0.8627166	0
Cluster-33358.29239	-0.8613209	0
Cluster-33358.30596	-0.8584906	0
Cluster-33358.30853	-0.8604271	0
Cluster-33358.33518	-0.862524	0
Cluster-33358.36282	-0.8613802	0
Cluster-33358.37280	-0.8652776	0
Cluster-33358.38656	-0.8624895	0
Cluster-33358.38752	-0.8630526	0
Cluster-33358.45800	-0.8604531	0
Cluster-33358.47258	0.8650213	0
Cluster-33358.53957	-0.8629111	0
Cluster-33358.54124	0.8605106	0
Cluster-33358.54337	0.857999	0
Cluster-33358.55054	-0.8637379	0
Cluster-33358.56401	-0.858308	0
Cluster-33358.66273	-0.8599862	0
Cluster-33358.67235	-0.8586831	0
Cluster-35623.0	0.8588164	0
Cluster-41655.0	-0.8616769	0
Cluster-47862.0	0.858863	0
Cluster-48245.2	-0.8636107	0
Cluster-33358.15574	-0.8565736	0
Cluster-33358.37979	-0.8567781	0
Cluster-33358.50231	0.856671	0
Cluster-33358.65631	-0.8565971	0
Cluster-33358.44171	-0.8559277	0
Cluster-33358.6871	-0.854076134	0
Cluster-33358.7874	0.854032775	0
Cluster-33358.20040	0.8546124	0
Cluster-33358.20297	0.8539632	0
Cluster-33358.21810	-0.8532165	0
Cluster-33358.29859	-0.8542768	0
Cluster-33358.31601	-0.8536602	0
Cluster-33358.54104	0.8553174	0
Cluster-33358.57031	-0.8530844	0
Cluster-33358.68386	-0.8537863	0
Cluster-33358.68501	-0.8533123	0
Cluster-33358.4646	-0.851875289	0
Cluster-33358.20666	-0.8520205	0
Cluster-33833.2	-0.8520478	0
Cluster-37839.1	0.8517532	0
Cluster-33358.15758	-0.8512521	0
Cluster-33358.66375	0.8511522	0
Cluster-33358.64891	-0.8508142	0
Cluster-33358.28197	0.8504629	0
Cluster-33358.33618	-0.8493139	0
Cluster-33358.46500	0.849511	0
Cluster-33358.30567	0.8488412	0
Cluster-33358.44570	-0.8489446	0
Cluster-33358.47185	-0.8482007	0
Cluster-32852.1	-0.847596512	0
Cluster-33358.6484	-0.847663853	0
Cluster-33358.64069	0.8471894	0
Cluster-22623.1	-0.844192424	0
Cluster-33358.997	-0.845587813	0
Cluster-33358.1807	0.84519147	0
Cluster-33358.4978	-0.845389978	0
Cluster-33358.5602	0.843327102	0
Cluster-33358.8048	-0.842709203	0
Cluster-33358.10754	-0.843858	0
Cluster-33358.13184	0.8438998	0
Cluster-33358.13443	0.8448869	0
Cluster-33358.23954	0.8463527	0
Cluster-33358.30671	-0.845198	0
Cluster-33358.36277	-0.8425423	0
Cluster-33358.47712	-0.8464864	0
Cluster-33358.50193	0.842442	0
Cluster-33358.52351	0.8433566	0
Cluster-33358.53308	-0.8424825	0
Cluster-33358.54366	0.8447549	0
Cluster-33358.58050	0.843592	0
Cluster-33358.67384	-0.845106	0
Cluster-33739.2	-0.8441298	0
Cluster-33358.20754	-0.8417065	0
Cluster-33358.58745	-0.8417452	0
Cluster-37125.0	-0.842062	0
Cluster-33358.11094	0.8398389	0
Cluster-33358.14366	-0.8407684	0
Cluster-33358.38606	-0.8400253	0
Cluster-33358.41150	0.8405918	0
Cluster-33358.41458	-0.8409039	0
Cluster-33358.49530	-0.840526	0
Cluster-33358.68992	0.8398326	0
Cluster-32064.0	-0.839703543	0
Cluster-33358.2311	0.839460498	0
Cluster-33358.38463	0.8389954	0
Cluster-33358.41905	-0.8387817	0
Cluster-33358.56982	0.8384062	0
Cluster-40106.0	-0.8384436	0
Cluster-33358.16707	0.8361684	0
Cluster-33358.24888	-0.8362057	0
Cluster-33358.28940	-0.8376914	0
Cluster-33358.31109	0.83656	0
Cluster-33358.48895	0.8368533	0
Cluster-33358.57670	0.8372401	0
Cluster-33358.61392	-0.8364682	0
Cluster-33358.67531	-0.8364446	0
Cluster-44541.1	0.8368801	0
Cluster-33358.15841	-0.8349274	0
Cluster-33358.46666	-0.8347204	0
Cluster-33358.64962	-0.8349912	0
Cluster-46870.1	-0.8345233	0
Cluster-33358.59585	-0.833823	0
Cluster-33358.33997	0.8335562	0
Cluster-33358.55303	0.8331659	0
Cluster-33358.35836	-0.8322716	0
Cluster-33358.1316	0.832338849	0
Cluster-33358.8168	-0.832197518	0
Cluster-33358.1589	0.831760272	0
Cluster-33358.4075	-0.831508476	0
Cluster-33358.11337	-0.831022	0
Cluster-33358.25125	0.8306559	0
Cluster-33358.7631	-0.830793692	0
Cluster-33358.9243	-0.8298074	0
Cluster-33358.42361	-0.8299096	0
Cluster-33358.50364	0.8288039	0
Cluster-33358.51590	-0.8294298	0
Cluster-33358.54114	-0.829936	0
Cluster-33358.54864	-0.828836	0
Cluster-33358.60180	-0.8289101	0
Cluster-33358.67560	0.8292961	0
Cluster-33358.17597	-0.827504	0
Cluster-33358.21100	-0.8275627	0
Cluster-33358.23276	-0.8264838	0
Cluster-33358.23603	0.8275758	0
Cluster-33358.37244	-0.8280523	0
Cluster-33358.41334	0.8271248	0
Cluster-33358.53972	-0.8283921	0
Cluster-33358.67990	-0.8269142	0
Cluster-33360.2	-0.8262945	0
Cluster-43809.0	-0.826839	0
Cluster-33358.5128	-0.826356913	0
Cluster-33358.30499	-0.8260498	0
Cluster-33358.49102	-0.825616	0
Cluster-38970.1	-0.8251481	0
Cluster-33358.53808	-0.8248581	0
Cluster-13131.1	0.824603771	0
Cluster-33358.65877	0.8243828	0
Cluster-33358.67991	0.8239046	0
Cluster-46788.1	-0.82409	0
Cluster-33358.16647	-0.8235667	0
Cluster-33358.7643	-0.823315646	0
Cluster-33358.36669	0.8227074	0
Cluster-33358.4438	-0.821349994	0
Cluster-33358.6092	0.821018461	0
Cluster-33358.12778	-0.8213969	0
Cluster-33358.29747	-0.8207765	0
Cluster-33358.29945	0.8207513	0
Cluster-33358.35705	0.8222256	0
Cluster-33358.67008	-0.8207843	0
Cluster-47066.0	-0.8208778	0
Cluster-33358.30131	0.8198788	0
Cluster-33358.24146	-0.8195977	0
Cluster-33358.68941	-0.8190087	0
Cluster-33358.9157	-0.81297	0
Cluster-33358.11520	-0.8160648	0
Cluster-33358.11547	-0.8106555	0
Cluster-33358.12950	-0.8148973	0
Cluster-33358.13998	-0.81626	0
Cluster-33358.15621	-0.8071823	0
Cluster-33358.15711	-0.808579	0
Cluster-33358.15912	-0.8096192	0
Cluster-33358.16414	-0.8143103	0
Cluster-33358.16987	-0.8076874	0
Cluster-33358.18870	-0.8110313	0
Cluster-33358.19599	-0.8061763	0
Cluster-33358.19778	0.8111679	0
Cluster-33358.22690	-0.8173	0
Cluster-33358.23039	-0.8070849	0
Cluster-33358.23256	-0.8173032	0
Cluster-33358.23610	-0.8075251	0
Cluster-33358.24551	-0.8144228	0
Cluster-33358.25569	-0.8124012	0
Cluster-33358.27018	-0.8167831	0
Cluster-33358.27183	-0.8095	0
Cluster-33358.28528	0.80624	0
Cluster-33358.28905	-0.8065198	0
Cluster-33358.30102	-0.8117853	0
Cluster-33358.30427	-0.8079936	0
Cluster-33358.30478	-0.8075171	0
Cluster-33358.32804	-0.8177531	0
Cluster-33358.33317	-0.8070754	0
Cluster-33358.40078	-0.8070947	0
Cluster-33358.42539	0.8116552	0
Cluster-33358.44937	-0.8131696	0
Cluster-33358.45070	0.8073009	0
Cluster-33358.45884	-0.8132599	0
Cluster-33358.46084	0.8123336	0
Cluster-33358.47475	0.8106868	0
Cluster-33358.49412	0.808492	0
Cluster-33358.53368	-0.811872	0
Cluster-33358.54198	-0.8061836	0
Cluster-33358.54719	0.8122092	0
Cluster-33358.55146	-0.8163679	0
Cluster-33358.55868	-0.8091112	0
Cluster-33358.56786	-0.8099784	0
Cluster-33358.57640	-0.8058658	0
Cluster-33358.66919	-0.8130132	0
Cluster-33358.68360	-0.809638	0
Cluster-33358.68602	0.812728	0
Cluster-33358.68914	-0.8159129	0
Cluster-33358.69113	0.8170683	0
Cluster-35480.0	-0.8113773	0
Cluster-37691.0	-0.8126203	0
Cluster-38586.1	0.8068871	0
Cluster-42872.1	-0.8101573	0
Cluster-47013.0	-0.8156056	0
Cluster-48029.0	0.8060226	0
Cluster-33358.4938	-0.805986517	0
Cluster-33358.5841	0.812222512	0
Cluster-32178.0	-0.804311	0
Cluster-33358.12413	-0.8050782	0
Cluster-33358.26657	0.80367	0
Cluster-33358.28550	0.8033958	0
Cluster-33358.31004	0.8034682	0
Cluster-33358.35342	-0.8037939	0
Cluster-33358.44920	-0.8045422	0
Cluster-33358.54584	0.8039201	0
Cluster-33358.56871	0.8034203	0
Cluster-45456.0	-0.8034258	0
Cluster-33358.49012	0.8028483	0
Cluster-33358.18351	-0.8023757	0
Cluster-33358.10233	-0.800696	0
Cluster-33358.16964	0.8006399	0
Cluster-33358.20756	-0.8004442	0
Cluster-33358.24433	0.8011471	0
Cluster-33358.56841	-0.8009003	0
Cluster-33358.60682	-0.8014847	0
Cluster-46761.1	-0.8007292	0
Cluster-33358.33807	-0.7996967	0
Cluster-33358.48234	-0.7995499	0
Cluster-33358.50649	-0.7997455	0
Cluster-33358.38128	-0.7990263	0
Cluster-33358.2056	-0.799204695	0
Cluster-33358.9273	0.7985574	0
Cluster-33358.13480	-0.7940534	0
Cluster-33358.14963	-0.7907306	0
Cluster-33358.15112	0.7961833	0
Cluster-33358.15196	-0.7915401	0
Cluster-33358.16086	0.7861518	0
Cluster-33358.17579	-0.7894804	0
Cluster-33358.18809	-0.7873125	0
Cluster-33358.19996	-0.7946518	0
Cluster-33358.20664	-0.7869901	0
Cluster-33358.21054	-0.794246	0
Cluster-33358.23764	-0.7852937	0
Cluster-33358.24080	-0.7935999	0
Cluster-33358.24900	-0.7920515	0
